85,R_X85,42.33785290834630,71.08663219766990
86,R_X86,42.3378517124003,71.08663037929960
87,R_X87,42.33785051645430,71.08662856092920
88,R_X88,42.33784932050830,71.08662674255880
89,R_X89,42.33784812456230,71.08662492418840
90,R_X90,42.33784692861620,71.08662310581800
91,R_X91,42.33784573267020,71.08662128744760
92,R_X92,42.3378445367242,71.08661946907720
93,R_X93,42.33784334077820,71.08661765070680
94,R_X94,42.337842144832200,71.08661583233640
95,R_X95,42.33784094888620,71.08661401396600
96,R_X96,42.33783975294010,71.08661219559570
97,R_X97,42.337838556994100,71.08661037722530
98,R_X98,42.337837361048100,71.08660855885490
99,R_X99,42.337836165102100,71.08660674048450
100,R_X100,42.337834969156100,71.08660492211410
101,R_X101,42.33783377321000,71.08660310374370
102,R_X102,42.337832577264000,71.08660128537330
103,R_X103,42.337831381318000,71.08659946700290
104,R_X104,42.337830185372000,71.08659764863250
105,R_X105,42.33782898942600,71.08659583026210
106,R_X106,42.33782779348000,71.08659401189180
107,R_X107,42.33782659753390,71.08659219352140
108,R_X108,42.33782540158790,71.08659037515100
109,R_X109,42.3378242056419,71.08658855678060
110,R_X110,42.33782300969590,71.08658673841020
111,R_X111,42.33782181374990,71.08658492003980
112,R_X112,42.33782061780390,71.08658310166940
113,R_X113,42.33781942185780,71.08658128329900
114,R_X114,42.33781822591180,71.08657946492860
115,R_X115,42.3378170299658,71.08657764655820
116,R_X116,42.33781583401980,71.08657582818790
117,R_X117,42.33781463807380,71.08657400981750
118,R_X118,42.33781344212770,71.08657219144710
119,R_X119,42.33781224618170,71.08657037307670
120,R_X120,42.33781105023570,71.0865685547063
121,R_X121,42.33780985428970,71.08656673633590
122,R_X122,42.33780865834370,71.08656491796550
123,R_X123,42.337807462397700,71.08656309959510
124,R_X124,42.337806266451600,71.08656128122470
125,R_X125,42.33780507050560,71.08655946285440
126,R_X126,42.337803874559600,71.08655764448400
127,R_X127,42.337802678613600,71.08655582611360
128,R_X128,42.337801482667600,71.08655400774320
129,R_X129,42.337800286721500,71.08655218937280
130,R_X130,42.33779909077550,71.0865503710024
131,R_X131,42.337797894829500,71.08654855263200
132,R_X132,42.337796698883500,71.08654673426160
133,R_X133,42.337795502937500,71.08654491589120
134,R_X134,42.33779430699150,71.08654309752080
135,R_X135,42.33779311104540,71.08654127915050
136,R_X136,42.33779191509940,71.08653946078010
137,R_X137,42.33779071915340,71.08653764240970
138,R_X138,42.33778952320740,71.08653582403930
139,R_X139,42.33778832726140,71.08653400566890
140,R_X140,42.33778713131540,71.0865321872985
141,R_X141,42.33778593536930,71.08653036892810
142,R_X142,42.33778473942330,71.08652855055770
143,R_X143,42.3377835434773,71.08652673218730
144,R_X144,42.33778234753130,71.08652491381690
145,R_X145,42.33778115158530,71.08652309544660
146,R_X146,42.33777995563930,71.08652127707620
147,R_X147,42.33777875969320,71.08651945870580
148,R_X148,42.33777756374720,71.08651764033540
149,R_X149,42.3377763678012,71.08651582196500
150,R_X150,42.33777517185520,71.0865140035946
151,R_X151,42.33777397590920,71.08651218522420
152,R_X152,42.337772779963100,71.08651036685380
153,R_X153,42.337771584017100,71.08650854848340
154,R_X154,42.33777038807110,71.08650673011300
155,R_X155,42.337769192125100,71.08650491174270
156,R_X156,42.337767996179100,71.08650309337230
157,R_X157,42.337766800233100,71.08650127500190
158,R_X158,42.337765604287000,71.08649945663150
159,R_X159,42.33776440834100,71.0864976382611
160,R_X160,42.337763212395000,71.0864958198907
161,R_X161,42.337762016449000,71.08649400152030
162,R_X162,42.337760820503000,71.08649218314990
163,R_X163,42.33775962455700,71.08649036477950
164,R_X164,42.33775842861090,71.08648854640910
165,R_X165,42.33775723266490,71.08648672803880
166,R_X166,42.3377560367189,71.08648490966840
167,R_X167,42.33775484077290,71.08648309129800
168,R_X168,42.33775364482690,71.08648127292760
169,R_X169,42.33775244888080,71.08647945455720
170,R_X170,42.33775125293480,71.0864776361868
171,R_X171,42.33775005698880,71.0864758178164
172,R_X172,42.33774886104280,71.08647399944600
173,R_X173,42.33774766509680,71.08647218107560
174,R_X174,42.33774646915080,71.08647036270520
175,R_X175,42.33774527320470,71.08646854433490
176,R_X176,42.33774407725870,71.08646672596450
177,R_X177,42.33774288131270,71.08646490759410
178,R_X178,42.33774168536670,71.08646308922370
179,R_X179,42.33774048942070,71.08646127085330
180,R_X180,42.33773929347470,71.0864594524829
181,R_X181,42.337738097528600,71.0864576341125
182,R_X182,42.337736901582600,71.08645581574210
183,R_X183,42.3377357056366,71.08645399737170
184,R_X184,42.337734509690600,71.08645217900130
185,R_X185,42.337733313744600,71.08645036063100
186,R_X186,42.337732117798500,71.08644854226060
187,R_X187,42.337730921852500,71.08644672389020
188,R_X188,42.33772972590650,71.08644490551980
189,R_X189,42.33772852996050,71.08644308714940
190,R_X190,42.337727334014500,71.086441268779
191,R_X191,42.33772613806850,71.0864394504086
192,R_X192,42.33772494212240,71.08643763203820
193,R_X193,42.33772374617640,71.08643581366780
194,R_X194,42.3377225502304,71.08643399529740
195,R_X195,42.33772135428440,71.08643217692710
196,R_X196,42.33772015833840,71.08643035855670
197,R_X197,42.33771896239240,71.08642854018630
198,R_X198,42.33771776644630,71.08642672181590
199,R_X199,42.33771657050030,71.08642490344550
200,R_X200,42.3377153745543,71.0864230850751
